,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
489,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,295.7
490,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,277.0
491,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,255.6
492,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,315.5
493,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,266.9
494,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,175.6
495,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,227.7
496,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,323.3
497,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,260.7
498,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,2165.0,42.1,3.92,117.6,100.0,2181.0,378.9,34.35,56420.0,84.47,215.4,10.021,93.589,-5.9334,9.7141,94.128,-4.9009,226.0
499,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,2398.0,34.1,6.64,103.4,100.0,2400.0,379.4,34.37,78510.0,81.41,295.7,8.3593,82.628,-5.696,8.2804,83.762,-4.8939,234.0
500,2832.0,37.2,5.83,104.3,100.0,2837.0,356.3,35.28,58350.0,77.75,234.0,8.5329,84.877,-4.8752,8.4185,83.51,-4.5219,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,1379.0,23.7,6.06,109.1,100.0,1383.0,373.6,34.35,70190.0,83.79,277.0,7.2929,65.358,-6.171,7.1338,66.205,-5.3603,223.7
501,2272.0,18.7,7.86,76.0,100.0,2240.0,356.8,35.4,53280.0,87.96,223.7,6.3375,68.678,-5.0955,6.2155,68.297,-4.7136,2832.0,37.2,5.83,104.3,100.0,2837.0,356.3,35.28,58350.0,77.75,234.0,8.5329,84.877,-4.8752,8.4185,83.51,-4.5219,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,1729.0,43.0,2.72,125.4,100.0,1759.0,369.1,34.54,74810.0,77.59,255.6,8.9009,82.745,-6.6819,8.587,81.822,-5.5028,205.9
502,2339.0,43.0,4.03,112.5,100.0,2354.0,353.4,34.72,51130.0,75.33,205.9,10.192,95.298,-5.124,9.8551,95.647,-4.502,2272.0,18.7,7.86,76.0,100.0,2240.0,356.8,35.4,53280.0,87.96,223.7,6.3375,68.678,-5.0955,6.2155,68.297,-4.7136,2832.0,37.2,5.83,104.3,100.0,2837.0,356.3,35.28,58350.0,77.75,234.0,8.5329,84.877,-4.8752,8.4185,83.51,-4.5219,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,2193.0,34.3,6.01,107.7,99.0,2200.0,372.8,34.12,80770.0,79.58,315.5,8.1803,78.215,-5.8629,7.8938,78.3,-4.9859,204.5
503,2320.0,33.7,6.86,102.6,100.0,2322.0,355.1,34.2,55050.0,84.93,204.5,8.2849,82.384,-5.0574,8.2156,82.514,-4.6868,2339.0,43.0,4.03,112.5,100.0,2354.0,353.4,34.72,51130.0,75.33,205.9,10.192,95.298,-5.124,9.8551,95.647,-4.502,2272.0,18.7,7.86,76.0,100.0,2240.0,356.8,35.4,53280.0,87.96,223.7,6.3375,68.678,-5.0955,6.2155,68.297,-4.7136,2832.0,37.2,5.83,104.3,100.0,2837.0,356.3,35.28,58350.0,77.75,234.0,8.5329,84.877,-4.8752,8.4185,83.51,-4.5219,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,2544.0,41.3,6.14,111.3,100.0,2558.0,374.5,34.26,73900.0,72.98,266.9,10.804,106.53,-5.3196,10.634,107.16,-4.4953,243.6
504,2306.0,31.2,5.59,101.3,100.0,2306.0,354.3,34.79,61570.0,77.92,243.6,8.8154,89.581,-4.9073,8.7368,88.886,-4.5938,2320.0,33.7,6.86,102.6,100.0,2322.0,355.1,34.2,55050.0,84.93,204.5,8.2849,82.384,-5.0574,8.2156,82.514,-4.6868,2339.0,43.0,4.03,112.5,100.0,2354.0,353.4,34.72,51130.0,75.33,205.9,10.192,95.298,-5.124,9.8551,95.647,-4.502,2272.0,18.7,7.86,76.0,100.0,2240.0,356.8,35.4,53280.0,87.96,223.7,6.3375,68.678,-5.0955,6.2155,68.297,-4.7136,2832.0,37.2,5.83,104.3,100.0,2837.0,356.3,35.28,58350.0,77.75,234.0,8.5329,84.877,-4.8752,8.4185,83.51,-4.5219,2427.0,45.2,5.55,118.1,100.0,2446.0,356.7,35.15,59360.0,83.5,226.0,9.3478,87.562,-4.8652,9.072,87.629,-4.3973,2371.0,34.2,5.55,105.0,100.0,2373.0,359.8,34.66,70800.0,76.31,260.7,9.3193,91.334,-5.2526,8.9549,90.962,-4.437,2468.0,25.7,6.48,85.4,100.0,2452.0,364.4,34.05,84190.0,78.66,323.3,7.3703,74.412,-4.859,7.2243,75.242,-4.4077,2767.0,35.5,7.02,102.1,100.0,2769.0,369.1,33.42,52770.0,85.71,227.7,9.1081,90.955,-5.1053,9.1461,91.395,-4.5105,2642.0,39.7,6.9,106.7,100.0,2648.0,372.0,34.8,50420.0,79.22,175.6,9.0906,86.341,-5.0458,8.691,86.319,-4.3154,249.6
